,Author,Sentence
14131,7,"The fellows at theLoop blew, but with a tired air, because bop was somewhere between its Charlie ParkerOrnithology period and another period that began with Miles Davis."
14132,7,"And as I sat there listening tothat sound of the .light which bop has come to represent for all of us, I thought of all my friends fromone end of the country to the other and how they were really all in the same vast backyard doingsomething so frantic and rushing-about."
14133,7,"And for the first time in my life, the following afternoon, Iwent into the West."
14134,7,It was a warm and beautiful day for hitchhiking.
14135,7,"To get out of the impossiblecomplexities of Chicago traffic I took a bus to Joliet, Illinois, went by the Joliet pen, stationed myselfjust outside town after a walk through its leafy rickety streets behind, and pointed my way."
14136,7,"All theway from New York to Joliet by bus, and I had spent more than half my money.My first ride was a dynamite truck with a red flag, about thirty miles into great green Illinois, thetruckdriver pointing out the place where Route 6, which we were on, intersects Route 66 before theyboth shoot west for incredible distances."
14137,7,"Along about three in the afternoon, after an apple pie andice cream in a roadside stand, a woman stopped for me in a little coupe."
14138,7,I had a twinge of hard joyas I ran after the car.
14139,7,"But she was a middle-aged woman, actually the mother of sons my age, andwanted somebody to help her drive to Iowa."
14140,7,I was all for it.
14141,7,"Iowa! Not so far from Denver, andonce I got to Denver I could relax."
14142,7,"She drove the first few hours, at one point insisted on visiting anold church somewhere, as if we were tourists, and then I took over the wheel and, though I’m notmuch of a driver, drove clear through the rest of Illinois to Davenport, Iowa, via Rock Island."
14143,7,"Andhere for the first time in my life I saw my beloved Mississippi River, dry in the summer haze, lowwater, with its big rank smell that smells like the raw body of America itself because it washes it up.Rock Island - railroad tracks, shacks, small downtown section; and over the bridge to Davenport,same kind of town, all smelling of sawdust in the warm midwest sun."
14144,7,"Here the lady had to go on toher Iowa hometown by another route, and I got out.The sun was going down."
14145,7,"I walked, after a few cold beers, to the edge of town, and it was a longwalk."
14146,7,"All the men were driving home from work, wearing railroad hats, baseball hats, all kinds ofhats, just like after work in any town anywhere."
14147,7,One of them gave me a ride up the hill and left me ata lonely crossroads on the edge of the prairie.
14148,7,It was beautiful there.
14149,7,"The only cars that came bywere farmer-cars; they gave me suspicious looks, they clanked along, the cows were coming home.Not a truck."
14150,7,A few cars zipped by.
14151,7,A hotrod kid came by with his scarf flying.
14152,7,The sun went all theway down and I was standing in the purple darkness.
14153,7,Now I was scared.
14154,7,There weren’t even anylights in the Iowa countryside; in a minute nobody would be able to see me.
14155,7,Luckily a man goingback to Davenport gave me a lift downtown.
14156,7,But I was right where I started from.I went to sit in the bus station and think this over.
14157,7,"I ate another apple pie and ice cream; that’spractically all I ate all the way across the country, I knew it was nutritious and it was delicious, ofcourse."
14158,7,I decided to gamble.
14159,7,"I took a bus in downtown Davenport, after spending a half-hourwatching a waitress in the bus-station cafe, and rode to the city limits, but this time near the gas  12stations."
14160,7,"Here the big trucks roared, wham, and inside two minutes one of them cranked to a stopfor me."
14161,7,I ran for it with my soul whoopeeing.
14162,7,And what a driver - a great big tough truckdriver withpopping eyes and a hoarse raspy voice who just slammed and kicked at everything and got his rigunder way and paid hardly any attention to me.
14163,7,"So I could rest my tired soul a little, for one of thebiggest troubles hitchhiking is having to talk to innumerable people, make them feel that they didn’tmake a mistake picking you up, even entertain them almost, all of which is a great strain when you’regoing all the way and don’t plan to sleep in hotels."
14164,7,"The guy just yelled above the roar, and all I had todo was yell back, and we relaxed."
14165,7,"And he balled that thing clear to Iowa City and yelled me thefunniest stories about how he got around the law in every town that had an unfair speed limit, sayingover and over again, «Them goddam cops can’t put no flies on my ass!» Just as we rolled into IowaQty he saw another truck coming behind us, and because he had to turn off at Iowa City he blinkedhis tail lights at the other guy and slowed down for me to jump out, which I did with my bag, and theother truck, acknowledging this exchange, stopped for me, and once again, in the twink of nothing, Iwas in another big high cab, all set to go hundreds of miles across the night, and was I happy! Andthe new truckdriver was as crazy as the other and yelled just as much, and all I had to do was leanback and roll on."
14166,7,"Now I could see Denver looming ahead of me like the Promised Land, way outthere beneath the stars, across the prairie of Iowa and the plains of Nebraska, and I could see thegreater vision of San Francisco beyond, like jewels in the night."
